job_title,company_name,location,job_description,url
Odoo Developer,YouNav,Europe,"Remote policy: Fully remote Remote location: Europe Company: YouNav Salary: 65-75k EUR (gross employer cost) Type of Employment: Full-time (CET hours) Long term Contractor (or Full-time employee in France only) About YouNav YouNav is the most advanced Marina Management System (MMS) on the market, managing 10,000+ berths and boaters, with 100+ marina staff users . Our software boosts boater satisfaction , streamlines marina operations , and frees up staff from repetitive tasks ( younav.com ) . We’ve spent the past seven years creating a tailor-made solution for our first clients—making it profitable and stable without relying on external funding. Now, we’re on an exciting journey to transform our specialized solution into a scalable SaaS product used by marinas worldwide. We’re a close-knit team of 5 –10 people headquartered in Paris, France, and we operate fully remote across Europe. Join us and help shape the future of marina management! Why Join Us? High Impact: Be part of a small tech team (CTO + 2/3 Devs) where your contributions directly shape the product and the user experience. Remote-First: Work fully remote from anywhere in Europe —no office commute, just results. G rowth: We’re transitioning from a tailor-made tool to a commercial SaaS , giving you room to innovate and make your mark . Ownership & Autonomy: We minimize meetings and trust each other’s expertise . You’ll have freedom to devise solutions that solve real business challenges. What You’ll Do Develop and maintain features within our Odoo based stack, leveraging Odoo framework to build and maintain custom modules on top of native modules. Refactor code from legacy codebase (based on Odoo v11) to a new version (based on Odoo 18) of our product. Help maintain our legacy codebase and product while me migrate to the new version of our product. Collaborate in a Kanban workflow via GitLab, picking up roadmap tasks from epics and handling weekly maintenance tasks. Write efficient, clean, and reusable code for both backend (primarily) and frontend needs . Work closely with the CTO and teammates on solution design , ensuring features meet business and user requirements . Contribute to continuous improvement of our codebase, CI/CD pipelines, and overall team processes. About the Tech Stack Odoo Framework - Python back-end PostgreSQL for database management GitLab for issue tracking, CI/CD, and roadmap planning Cursor IDE (though you can use your preferred environment) What We’re Looking For Hard Skills Required: 3–5 years of professional software development experience using a Odoo web framework Required: Experience with medium/large legacy codebases within production systems. Comfort with frontend technologies (HTML, CSS, JS) to handle full-stack tasks, though this role is more backend-heavy . Ability to manage and optimize PostgreSQL databases. Familiarity with Git and simple CI/CD workflows (we use GitLab). Soft Skills English fluency is mandatory ; French is a plus but not required . Problem Solver & Independent: You thrive in an environment with minimal supervision, taking full ownership of your tasks. No Ego, Results-Oriented: You’re focused on delivering value rather than emphasizing titles or hierarchy. Clear Written Communication: Ability to articulate technical ideas in English (French is a plus). Business-Savvy: You can understand the business context before designing and implementing solutions. Who Can Apply This role is fully remote but requires eligibility to work and invoice as a contractor in Europe . Exception : We can hire a full-time employee in France if preferred. Our Culture & How We Work Weekly Team Meeting: One 30-minute alignment call with the entire project team (including non- devs ). Maintenance Day: One dedicated day a week for maintenance tasks. Dev Team Knowledge Share: Informal chat to exchange tips and lessons learned. Continuous Improvement: We deploy often, fix things fast, and focus on learning. Benefits & Perks Fully Remote : Work from anywhere in Europe —no office, no commute. Compensation : 65–75k EUR/year (gross employer cost) depending on your location and experience level. Paid Time Off : Minimum 5 weeks of paid time off per year. Team Meetups : Annual get-together at our HQ in Paris , France. Small, Collaborative Team : Direct access to the CTO, CEO, and fellow devs ; your impact is immediate and recognized. Hiring Process Send your application: Use the ""Apply"" button on this page and fill the application form. Please do not apply through other channels . Application Review : Your application will be screened by our CTO. Team Interview : A technical conversation (45–60 mins) with the CTO + 1–2 devs to understand your experience and problem-solving approach. Final Chat : A cultural and alignment interview with our CEO to ensure mutual fit. How to Apply To apply, click ""Apply"" button on this page and fill the application form. Please do not apply through other channels . To show you’ve read our entire posting, please include the word ""buoy"" in your cover letter . We use this as a quick check for attention to detail! Join YouNav and help us shape the future of marina management software!",https://remotive.com/remote-jobs/software-dev/odoo-developer-1971901
Administrative Assistant / Customer Service Representative,Dr. Mylissa’s Medical Boutique,USA,"Introduction We are seeking a dedicated and personable Administrative Assistant / Customer Service Representative to join our team. In this dynamic role, you will provide essential administrative support while also delivering exceptional customer service to our clients. If you are organized, detail-oriented, and passionate about helping others, we would love to hear from you. Job Responsibilities As an Administrative Assistant / Customer Service Representative, your responsibilities will include: Answering and directing phone calls, emails, and inquiries from clients and colleagues. Providing accurate information and assistance to clients with a friendly and professional demeanor. Coordinating and scheduling appointments and meetings, ensuring all logistical details are arranged. Maintaining and organizing files, records, and correspondence Assisting in the preparation of reports, presentations, and correspondence as needed. Collaborating with team members to improve processes and enhance customer satisfaction. Job Requirements High school diploma or equivalent; additional qualifications as an Administrative Assistant or Secretary will be a plus Proven experience as an Administrative Assistant, Customer Service Representative, or in a similar role Proficient in MS Office (Word, Excel, PowerPoint, Outlook) and office management software Excellent communication and interpersonal skills Strong organizational and time-management abilities Attention to detail and problem-solving skills Open to learning new things Customer service orientation and ability to handle customer inquiries and complaints professionally Familiarity with office equipment, like printers and fax machines Ability to work independently and as part of a team",https://remotive.com/remote-jobs/customer-support/administrative-assistant-customer-service-representative-2054287
Senior Data Engineer,Proxify,Europe,"The Role: We are looking for a Senior Data Engineer for one of our clients . You are a perfect candidate if you are growth-oriented, you love what you do, and you enjoy working on new ideas to develop exciting products. What we’re looking for: Minimum of 5 years of professional experience in Data Engineering. Proven experience designing and implementing data architectures and ETL processes. Proficiency in data engineering tools and languages (e.g., Python, SQL, Apache Spark). Experience with data warehouse platforms (e.g., Amazon Redshift, Google BigQuery, Snowflake). Familiarity with cloud platforms (AWS, GCP, or Azure). Strong understanding of data modelling concepts and the ability to design effective data models. Data Governance: Knowledge of data governance principles, data quality management, and data security best practices. Time zone: CET (+/- 3 hours). We are unable to consider applications from candidates in other time zones. Must-have skills: SQL Python / Java ETL Responsibilities: Design, implement, and maintain scalable and efficient data architectures, including data warehouses, data lakes, and ETL processes. Lead the development of robust and scalable Extract, Transform, Load (ETL) processes to ensure the seamless flow of data between systems. Collaborate with cross-functional teams to integrate data from various sources, ensuring data quality, consistency, and accuracy. Develop and implement data models to support business requirements, ensuring data is structured for optimal performance and analytical capabilities. Identify and address performance bottlenecks within the data infrastructure, optimising queries and processes for efficiency. Implement and enforce data governance policies, ensuring compliance with data privacy regulations and maintaining data security. Implement automation strategies for data processing, monitoring, and maintenance tasks, reducing manual intervention and improving reliability. What we offer: Get paid, not played No more unreliable clients. Enjoy on-time monthly payments with flexible withdrawal options. Predictable project hours Enjoy a harmonious work-life balance with consistent 8-hour working days with clients. Flex days, so you can recharge Enjoy up to 24 flex days off per year without losing pay, for full-time positions found through Proxify. Career-accelerating positions at cutting-edge companies Discover exclusive long-term remote positions at the world's most exciting companies. Hand-picked opportunities, just for you Skip the typical recruitment roadblocks and biases with personally matched positions. One seamless process, multiple opportunities A one-time contracting process for endless opportunities, with no extra assessments. Compensation Enjoy the same pay, every month with positions landed through Proxify.",https://remotive.com/remote-jobs/software-dev/senior-data-engineer-1606658
"Software Engineer, Data Infrastructure & Acquisition","Speechify, Inc.",Worldwide,"Overview We're looking to hire for our Data side of our AI team at Speechify. This role is responsible for all aspects of data collection to support our model training operations. We are able to build high-quality datasets at petabyte-scale and low cost through a tight integration of infrastructure, engineering, and research work. We are looking for a skilled Software Engineer to join us. What You’ll Do Be scrappy to find new sources of audio data and bring it into our ingestion pipeline Operate and extend the cloud infrastructure for our ingestion pipeline, currently running on GCP and managed with Terraform. Collaborate closely with our Scientists to shift the cost/throughput/quality frontier, delivering richer data at bigger scale and lower cost to power our next-generation models. Collaborate with others on the AI Team and Speechify Leadership to craft the AI Team’s dataset roadmap to power Speechify’s next-generation consumer and enterprise products. An Ideal Candidate Should Have BS/MS/PhD in Computer Science or a related field. 5+ years of industry experience in software development. Proficiency with bash/Python scripting in Linux environments Proficiency in Docker and Infrastructure-as-Code concepts and professional experience with at least one major Cloud Provider (we use GCP) Experience with web crawlers, large-scale data processing workflows is a plus Ability to handle multiple tasks and adapt to changing priorities. Strong communication skills, both written and verbal.",https://remotive.com/remote-jobs/software-dev/software-engineer-data-infrastructure-acquisition-2038175
Insurance Professional,The Kenney Agency - Powered by Symmetry Financial Group,USA,"Position: Remote Insurance Professional Location: 100% Remote About Us: Are you looking for a career that offers flexibility, independence, and the potential for significant earnings? Join our team as a Remote Insurance Agent , where you can take control of your career path and make a difference in people's lives. Why Join Us? Location Freedom: Work from anywhere with an internet connection. Flexible Schedule: Enjoy full-time or part-time options to fit your lifestyle. 100% Remote: No daily commute – work from the comfort of your own home. High-Quality Leads: Access a marketplace of warm leads interested in exploring insurance options. Career Growth Opportunities: Tailor your career with multiple advancement paths. Unlimited Earning Potential: Earn both active and passive income through commissions, cash bonuses, and rewards. Supportive Culture: Be part of a collaborative, growth-focused team with proven leadership. What You’ll Do: Provide families with life insurance, mortgage protection, children's life insurance, final expense coverage, retirement income solutions, and debt-free options. Work as an independent broker, contracted with over two dozen top insurance companies. Choose to focus solely on sales or build and lead a remote team of agents. Compensation: Average Earnings: Part-time agents typically earn between $2,000 to $5,000+ per month. Commission Structure: Start at $800 per sale with potential for growth up to 130%. No previous sales experience or licensing is required, though it’s a plus. Why This Role? High Income Potential: Your success is directly tied to your efforts. Comprehensive Training: We provide the tools and resources you need to succeed. Work-Life Balance: Flexibility to design your own schedule. Important Notes: Success is not guaranteed, and individual results may vary. Your level of success will be determined by factors such as work ethic, the ability to follow our training and system, and engagement with our lead system, as well as the insurance needs of clients in your target areas. Ready to Start Your New Career?",https://remotive.com/remote-jobs/sales-business/insurance-professional-2051110
Internal Sales Representative - UK & Ireland,CSI Global,"UK, Ireland","CSI Global is headquartered in the United Kingdom with a satellite office in the United Arab Emirates and major operations in India. Over the years, the primary source of new logos was the vast network of our founder and leaders. Starting about a year ago, the company has charted a more aggressive growth path that requires a formal marketing and sales operation. A marketing and sales campaign was therefore launched and executed from offshore focused around social media, especially, LinkedIn. Based on the level of interest as demonstrated by connection acceptance rates above industry standards, the company has decided to supplement its campaign with an Inside Sales presence on the ground in the United Kingdom or Ireland. The role involves the following: ● Establish contact with the prospect through social media, by phone or email and introduce the company and our offerings ● Get a high-level overview of the company and its processes as it relates to our offerings ● Understand the gaps and constraints faced by the company ● Provide input to the offshore team to craft a solution ● Present the solution together with the offshore team ● Present the quote for a project, a longer-term engagement or a pilot ● Close the sale ● Play an account management role to mine further opportunities Here’s how we are envisioning the process: 1. The offshore team will create the database of companies and contacts and send out connection requests 2. Based on our focus and the potential of the prospects, the offshore team will periodically provide a list of contacts to Internal Sales 3. Internal sales will fulfil the responsibilities outlined above through social media, telephone calls or e-mail as appropriate Key skills and Experience Required: ● Appropriate educational background for the role ● Excellent communication skills, both written and spoken ● Excellent interpersonal skills ● Self-starter who can work independently with minimal supervision ● Proven organizational skills and ability to deliver on commitments made ● A seasoned sales professional with a track record of closing deals ● Background in structural engineering services a plus",https://remotive.com/remote-jobs/sales-business/internal-sales-representative-uk-ireland-2037493
Language teachers,AE Virtual Class S.A,Americas,"Description: AE Virtual Class, member of Academia Europea Group, leader in language teaching, with 56 years of experience and the largest teaching staff in the Americas! We are looking for language enthusiasts who want to be part of our great family! Experience is NOT a requirement! We teach you how to teach! Job Requirements: Laptop (with webcam). Stable internet connection (15 Mbps). Attitude. Dynamism. Afternoon and/or evening shifts (Central America time zone). Excellent Mandarin, German, Italian or French proficiency (C1-C2). Main responsibilities of the position: Motivate students. Generate interest in cultures and languages. Prepare reports. Evaluations.",https://remotive.com/remote-jobs/all-others/language-teachers-1987878
Online Data Research - with Bonus!,TELUS International AI Inc.,USA,"Job Description Looking for a freelance opportunity where you can make an impact on technology from the comfort of your home? If you are dynamic, tech-savvy, and always online to learn more, this part-time flexible project is the perfect fit for you! A Day in the Life of a Personalized Internet Assessor: In this role, you’ll be analyzing and providing feedback on texts, pages, images, and other types of information for top search engines, using an online tool Through reviewing and rating search results for relevance and quality, you’ll be helping to improve the overall user experience for millions of search engine users, including yourself. Join our team today and start putting your skills to work for one of the world's leading search engines. The estimated hourly earnings for this role are 14 USD per hour. TELUS Digital AI Community Our global AI Community is a vibrant network of 1 million+ contributors from diverse backgrounds who help our customers collect, enhance, train, translate, and localize content to build better AI models. Become part of our growing community and make an impact supporting the machine learning models of some of the world’s largest brands. Qualification path No previous professional experience is required to apply to this role, however, working on this project will require you to pass the basic requirements and go through a standard assessment process. This is a part-time long-term project and your work will be subject to our standard quality assurance checks during the term of this agreement. Basic Requirements ● Working as a freelancer with excellent communication skills in English ● Being a resident in the United States for the last 3 consecutive years and having familiarity with current and historical business, media, sport, news, social media, and cultural affairs in the US. ● Active use of Gmail and other forms of social media and experience in the use of web browsers to navigate and interact with a variety of content ● Daily access to a broadband internet connection, a smartphone (Android 5.0, iOS 14 or higher), and a personal computer to work on. Assessment In order to be hired into the program, you’ll take a language assessment and an open book qualification exam that will determine your suitability for the position and complete ID verification. Don’t worry, our team will provide you with guidelines and learning materials before your exam. You will be required to complete the exam in a specific timeframe but at your convenience! Apply now and earn a $150 bonus when you pass the exam, complete ID verification, submit the acceptance form and all required documents within 7 days. You must also stay active in the program for at least 3 months to qualify. Equal Opportunity All qualified applicants will receive consideration for a contractual relationship without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or protected veteran status. At TELUS Digital AI, we are proud to offer equal opportunities and are committed to creating a diverse and inclusive community. All aspects of selection are based on applicants’ qualifications, merits, competence, and performance without regard to any characteristic related to diversity.",https://remotive.com/remote-jobs/all-others/online-data-research-with-bonus-2050607
Finally Fund Admin Emerging Fund Manager Program - Powered by Venture University,Venture University,USA,"The Finally Fund Admin Emerging Fund Manager Program is designed for the next generation of top-tier venture capitalists and syndicate leads. Over the course of one year, participants go through Venture University’s full program — gaining academic training, community building, fund strategy development, real investment experience, and a track record to support future fundraising. Participants also benefit from a direct connection to San Francisco’s venture ecosystem, including the ability to use our San Francisco office for meetings, networking, and hosting LPs. Each quarter, we select up to 10 General Partners (GPs) or teams from a competitive applicant pool. We’re looking for the best emerging VCs with the vision, drive, and network to build high-performing investment platforms. Program Benefits One-year immersive experience: Academic curriculum, peer community, and practical training on fund formation, deal sourcing, portfolio construction, LP fundraising, and operational best practices. Real investment experience: Participate in actual deals, gain exposure to live transactions, and build your track record alongside experienced investors. Strategic partnership: Venture University provides training, mentorship, and community access. Finally Fund Admin delivers full back-office fund administration and operational support. San Francisco access: Connection to the SF venture capital network with the option to use our San Francisco office. Emerging Fund Manager Demo Day: At the end of the program, participants present to LPs, partners, and the broader ecosystem. Aligned incentives: In exchange for program participation, Venture University receives 10% of GP/Management Company economics (carry and management fees). Discounted services: 10% discount on Finally Fund Admin services during and after the program. Applicants not selected may be eligible for a 25% discount on Venture University’s traditional program. This is a free program, but participants are required to use Finally Fund Admin for fund administration services, and the economics noted above are non-negotiable. Who Should Apply Aspiring or emerging General Partners ready to launch their first fund or syndicate. Experienced investors looking to formalize their investment platform. Industry operators with a strong deal network who are ready to step into fund management. Selection Criteria We’re seeking applicants who demonstrate: A clear investment thesis. A strong professional network for sourcing deals and raising capital. The drive and commitment to build a sustainable investment business.",https://remotive.com/remote-jobs/all-others/finally-fund-admin-emerging-fund-manager-program-powered-by-venture-university-2048836
Senior DevOps Engineer (AWS),Proxify,CET +/- 3 HOURS,"The Role: We are looking for a Senior DevOps Engineer specialising in AWS for one of our clients . You are a perfect candidate if you are growth-oriented, you love what you do, and you enjoy working on new ideas to develop exciting products. What we’re looking for: Minimum of 5 years of experience in a DevOps role, with substantial expertise in AWS cloud environments. Proficiency in scripting languages such as Python, Bash, or PowerShell. Experience with infrastructure as code (IaC) tools like Terraform, Ansible, or AWS CloudFormation. Strong knowledge of containerization and orchestration tools, particularly Docker and Kubernetes. Solid understanding of network architecture, security, and application development methodologies. Proven ability to design and support robust build, deployment, and configuration management systems for multi-tier applications. Excellent problem-solving skills, with the ability to diagnose and resolve complex infrastructure issues. Effective communication skills, capable of handling multiple projects and priorities in a dynamic environment. Familiarity with monitoring and logging tools such as CloudWatch, ELK Stack, and Prometheus. Time zone: CET (+/- 3 hours). We are unable to consider applications from candidates in other time zones. Responsibilities: Design, implement, and manage AWS-based cloud infrastructure to ensure optimal performance, reliability, and scalability. Develop and maintain CI/CD pipelines for seamless deployment of applications and services. Automate infrastructure provisioning and management using tools such as Terraform, Ansible, or AWS CloudFormation. Monitor and optimise cloud resources and applications to ensure high availability and performance. Collaborate with software development teams to integrate DevOps practices into the development lifecycle. Implement and manage security best practices for cloud environments. Manage backup, disaster recovery, and business continuity planning. What we offer: Get paid, not played No more unreliable clients. Enjoy on-time monthly payments with flexible withdrawal options. Predictable project hours Enjoy a harmonious work-life balance with consistent 8-hour working days with clients. Flex days, so you can recharge Enjoy up to 24 flex days off per year without losing pay, for full-time positions found through Proxify. Career-accelerating positions at cutting-edge companies Discover exclusive long-term remote positions at the world's most exciting companies. Hand-picked opportunities just for you Skip the typical recruitment roadblocks and biases with personally matched positions. One seamless process, multiple opportunities A one-time contracting process for endless opportunities, with no extra assessments. Compensation Enjoy the same pay, every month with positions landed through Proxify.",https://remotive.com/remote-jobs/software-dev/senior-devops-engineer-aws-1359476
Senior Independent UX/UI Designer,A.Team,"Americas, Europe, Israel","You must be located in the Americas, Europe, or Israel to apply. A·Team is a VC-backed, stealth, application-only home on the internet for Senior Independent UX/UI Designers (along with developers & product managers) to team up with hand-picked, high-growth companies on their next big thing. After talking with hundreds of independent engineers, designers, and product folks, we heard over and over that finding vetted, high-quality, consistent clients is hard, and projects are often too small to be rewarding. A·Team matches small teams of the most talented builders in the world with companies backed by a16z, YC, Softbank, General Catalyst, etc. on a contract basis for many of their most important initiatives. We quietly launched in May 2020, and have helped A·Teamers earn $85MM+ since. As part of A·Team, you can expect: High-paying, meaningful missions with the most audacious companies sent your way; generally $90-$150/hr, with vetted, fascinating clients doing work that matters. We're picky about who we partner with; new clients only come in via trusted referral. We've worked with Lyft, McGraw Hill, ClearCo, Pepsi, Walmart, Endeavor, Post News (the former CEO of Waze), the leading vaccine production software, several new unicorns we can't say here, and dozens of startups backed by a16z/YC/Softbank/etc. Work alongside friends old & new: our niche is small/diverse product teams, since clients with larger budgets and higher-impact work tell us they want teams, not individuals. Of course, we keep friends together whenever we can. Full autonomy: say ""no"" to things that don't excite you. The most talented builders often juggle a few things at once, so there's never pressure to join an A·Team mission if you don't have the bandwidth. If we're no longer a fit, it's easy to leave or pause too. Small, curated, off-the-record gatherings: for conversations hard to have elsewhere. Long-term, we're creating micro-communities for the world's top builders to become friends around the things they care about. Keep 100% of what you earn: if you charge $120/hr, you get $120/hr. A·Team makes money by charging a small, flat, transparent platform fee on top of your rate. How to apply: Go here: https://build.a.team/remotivedesignerreferral + mention Remotive. We respect your time so the application is short. We're also much more interested in seeing what you've made, and excited to chat more if there’s a fit. What you’ll do: Once part of A.Team, you’ll regularly be invited to impactful missions that match your interests. Take your pick from early-stage incubations with world-class founders, to fast-growing super-funded companies, to old school non-tech incumbents looking to build as a tech giant would Missions usually involve building an ambitious piece of software from 0 to 1 as part of a small 3-4 person team. You’ll be paid to scope it out, give the client options, guide strategy, and execute on the selected solution. Sometimes the client has a clear vision, sometimes not; which is why A.Team builders tend to be senior folks who can work together to find the right direction. Who A · Team is for: Senior UX/UI Designers who left large companies and high-growth startups to pursue their craft with autonomy. Those who prefer consistent contract work over a full-time role, who want to create a variety of new products alongside other top-tier builders. The majority of A.Teamers spend most of their time doing independent work, but a sizeable percentage are either employed full-time (but testing out client work), bootstrapping a side project, or looking for their next big thing Who A · Team is not for: People looking for small gigs Folks looking to build simple wordpress/wix/squarespace-style websites Those still early in their careers (<4 years) and recent university/bootcamp grads (at least not yet) Our long-term vision: A·Team is a new type of company for a new kind of independent software builder. We call them ""unhirables"": people who traditional companies couldn’t hire full-time even if they wanted to, but who want to do their most meaningful work with their favorite people in small, autonomous, distributed expert teams. To help us secure amazing missions, we raised $60 million+ from Insight Ventures, Tiger Global, NFX, RocNation, along with the former CEO of Upwork, the founders of Fiverr and Lemonade, Apple's Global Head of Recruiting, YC Partner Aaron Harris, Wharton's Adam Grant, and Duke's Dan Ariely.",https://remotive.com/remote-jobs/design/senior-independent-ux-ui-designer-1919266
Senior Independent Software Developer,A.Team,"Americas, Europe, Israel","You must be located in the Americas, Europe, or Israel to apply. A·Team is a VC-backed, stealth, application-only home on the internet for senior independent software builders to team up with hand-picked, high-growth companies on their next big thing. After talking with hundreds of independent engineers, designers, and product folks, we heard over and over that finding vetted, high-quality, consistent clients is hard, and projects are often too small to be rewarding. A·Team matches small teams of the most talented builders in the world with companies backed by a16z, YC, Softbank, General Catalyst, etc. on a contract basis for many of their most important initiatives. We quietly launched in May 2020, and have helped A·Teamers earn $85+ million since. As part of A·Team, you can expect: High-paying, meaningful missions with the most audacious companies sent your way; generally $90-$150+/hr, with vetted, fascinating clients doing work that matters. We're picky about who we partner with; new clients only come in via trusted referral. We've worked with Lyft, McGraw Hill, ClearCo, Pepsi, Walmart, the former CEO of Waze, the leading vaccine production software, several new unicorns we can't say here, and dozens of startups backed by a16z/YC/Softbank/Insight/Tiger/etc. Work alongside friends old & new: our niche is small/diverse product teams, since clients with larger budgets and higher-impact work tell us they want teams, not individuals. Of course, we keep friends together whenever we can. Full autonomy: say ""no"" to things that don't excite you. The most talented builders often juggle a few things at once, so there's never pressure to join an A·Team mission if you don't have the bandwidth. If we're no longer a fit, it's easy to leave or pause too. Small, curated, off-the-record gatherings: for conversations hard to have elsewhere. Long-term, we're creating micro-communities for the world's top builders to become friends around the things they care about. Keep 100% of what you earn: if you charge $120/hr, you get $120/hr. A·Team makes money by charging a small, flat, transparent platform fee on top of your rate. How to apply: Go here: https://build.a.team/remotivereferral + mention Remotive. We respect your time so the application is short. We're also much more interested in seeing what you've made, and excited to chat more if there’s a fit. What you’ll do: Once part of A.Team, you’ll regularly be invited to impactful missions that match your interests. Find the right pick from early-stage incubations with world-class founders, to fast-growing super-funded companies, to old school non-tech incumbents looking to build as a tech giant would Missions usually involve building an ambitious piece of software from 0 to 1 as part of a small 3-4 person team. You’ll be paid to scope it out, give the client options, guide strategy, and execute on the selected solution. Sometimes the client has a clear vision, sometimes not; which is why A.Team builders tend to be senior folks who can work together to find the right direction. Who A · Team is for: Senior software developers who left large companies and high-growth startups to pursue their craft with autonomy. Those who prefer consistent contract work over a full-time role, who want to create a variety of new products alongside other top-tier builders. The majority of A.Teamers spend most of their time doing independent work, but a sizeable percentage are either employed full-time (but testing out client work), bootstrapping a side project, or looking for their next big thing Who A · Team is not for: People looking for small gigs Folks looking to build simple wordpress/wix/squarespace-style websites Those still early in their careers (<4 years) and recent university/bootcamp grads (at least not yet) Our long-term vision: A·Team is a new type of company for a new kind of independent software builder. We call them ""unhirables"": people who traditional companies couldn’t hire full-time even if they wanted to, but who want to do their most meaningful work with their favorite people in small, autonomous, distributed expert teams. To help us secure amazing missions, we raised $60 million+  from Insight Partenrs, Tiger Global, NFX, RocNation, along with the former CEO of Upwork, the founders of Fiverr and Lemonade, Apple's Global Head of Recruiting, YC Partner Aaron Harris, Wharton's Adam Grant, and Duke's Dan Ariely.",https://remotive.com/remote-jobs/software-dev/senior-independent-software-developer-1919265
Personalized Internet Ads Assessor - German (DE),TELUS International AI Inc.,Germany,"Job description Seeking a freelance project that will allow you to work from home while making a difference in the world of technology? If you are someone who is passionate and enjoys staying ahead of the tech curve this part-time remote project with flexible working hours might be what you are looking for! The estimated hourly earnings for this role is 13.50 Euro. Payment is based on completed tasks. A Day in the Life of a Personalized Internet Ads Assessor: In this role, you will be reviewing online advertisements by rating them on their relevance to the search terms used as well as providing feedback on their language and cultural relevance in order to improve their content, quality, and layout Your ultimate goal will be to contribute towards making internet search and online advertising more relevant and interesting for millions of users, including yourself. Join our team today and start putting your skills to work for one of the world's leading online advertising platforms while being a part of a supportive community that offers: Access to complimentary mental health support benefits like free EAP and Mindfulness Apps. Dedicated, responsive well-being team proactively offering well-being education each month, as well as quarterly initiatives. TELUS Digital AI Community Our global AI Community is a vibrant network of 1 million+ contributors from diverse backgrounds who help our customers collect, enhance, train, translate, and localize content to build better AI models. Become part of our growing community and make an impact supporting the machine learning models of some of the world’s largest brands. Qualification path No previous professional experience is required to apply to this role, however, working on this project will require you to pass the basic requirements and go through a standard assessment process. This is a part-time long-term project and your work will be subject to our standard quality assurance checks during the term of this agreement. Basic Requirements Working as a freelancer with excellent communication skills with full professional proficiency in English and German Being a resident in Location for the last 3 consecutive years and having familiarity with current and historical business, media, sport, news, social media, and cultural affairs in Germany Active use of Gmail, Google+, and other forms of social media and experience in the use of web browsers to navigate and interact with a variety of content Daily access to a broadband internet connection, a smartphone (Android 4.1, iOS 8 or higher), and a personal computer with antivirus software to work on. You’ll also need a Barcode Scanner application to be installed on your smartphone to complete certain tasks. Assessment In order to be hired into the program, you’ll take a language assessment and an open book qualification exam that will determine your suitability for the position and complete ID verification. You'll be also requested to schedule an appointment for the Video Interview to verify your language capabilities. Don’t worry, our team will provide you with guidelines and learning materials before your exam. You will be required to complete the exam in a specific timeframe but at your convenience! Equal Opportunity All qualified applicants will receive consideration for a contractual relationship without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or protected veteran status. At TELUS Digital AI, we are proud to offer equal opportunities and are committed to creating a diverse and inclusive community. All aspects of selection are based on applicants’ qualifications, merits, competence, and performance without regard to any characteristic related to diversity. Terms of this Program Thank you for your interest in applying for this opportunity. Please note that according to the terms of this program, candidates can not engage with or be considered for similar roles at the same time. Once you submit your application, you will not be eligible for other opportunities unless you’re not selected for this opportunity or until such time that you choose to leave the program.",https://remotive.com/remote-jobs/all-others/personalized-internet-ads-assessor-german-de-2048835
Senior ML Engineer,Proxify,CET +/- 3 HOURS,"The Role: We are looking for a Senior ML engineer for one of our clients. You are a perfect candidate if you are growth-oriented, you love what you do, and you enjoy working on new ideas to develop exciting products and growth features. What we are looking for: Proven experience in developing machine learning models Strong analytical and problem solving skills Experience with programming languages such as Python, R, and Java Experience with machine learning frameworks such as TensorFlow and Keras Knowledge of data mining, statistics and data analysis Familiarity with databases and data warehouses Time zone: CET (+/- 3 hours). We are unable to consider applications from candidates in other time zones Responsibilities: Design scalable and reliable data pipelines for production and monitor models Develop classification and prediction algorithms to detect new market conditions in real-time Identify, research, and analyze new data sources to improve model accuracy Work cross-functionally with optimization engineers, traders, market analysts, and software engineers to continuously improve performance Develop production code to run locally and in the cloud - debug and tune production systems What we offer: Get paid, not played No more unreliable clients. Enjoy on-time monthly payments with flexible withdrawal options. Predictable project hours Enjoy a harmonious work-life balance with consistent 8-hour working days with clients. Flex days, so you can recharge Enjoy up to 24 flex days off per year without losing pay, for full-time positions found through Proxify. Career-accelerating positions at cutting-edge companies Discover exclusive long-term remote positions at the world's most exciting companies. Hand-picked opportunities just for you Skip the typical recruitment roadblocks and biases with personally matched positions. One seamless process, multiple opportunities A one-time contracting process for endless opportunities, with no extra assessments. Compensation Enjoy the same pay, every month with positions landed through Proxify.",https://remotive.com/remote-jobs/software-dev/senior-ml-engineer-1591692
