job_title,company_name,location,cleaned_description,url
Finally Fund Admin Emerging Fund Manager Program - Powered by Venture University,Venture University,USA,the finally fund admin emerging fund manager program is designed for the next generation of toptier venture capitalists and syndicate leads over the course of one year participants go through venture universitys full program gaining academic training community building fund strategy development real investment experience and a track record to support future fundraising participants also benefit from a direct connection to san franciscos venture ecosystem including the ability to use our san francisco office for meetings networking and hosting lps each quarter we select up to 10 general partners gps or teams from a competitive applicant pool were looking for the best emerging vcs with the vision drive and network to build highperforming investment platforms program benefits oneyear immersive experience academic curriculum peer community and practical training on fund formation deal sourcing portfolio construction lp fundraising and operational best practices real investment experience participate in actual deals gain exposure to live transactions and build your track record alongside experienced investors strategic partnership venture university provides training mentorship and community access finally fund admin delivers full backoffice fund administration and operational support san francisco access connection to the sf venture capital network with the option to use our san francisco office emerging fund manager demo day at the end of the program participants present to lps partners and the broader ecosystem aligned incentives in exchange for program participation venture university receives 10 of gpmanagement company economics carry and management fees discounted services 10 discount on finally fund admin services during and after the program applicants not selected may be eligible for a 25 discount on venture universitys traditional program this is a free program but participants are required to use finally fund admin for fund administration services and the economics noted above are nonnegotiable who should apply aspiring or emerging general partners ready to launch their first fund or syndicate experienced investors looking to formalize their investment platform industry operators with a strong deal network who are ready to step into fund management selection criteria were seeking applicants who demonstrate a clear investment thesis a strong professional network for sourcing deals and raising capital the drive and commitment to build a sustainable investment business,https://remotive.com/remote-jobs/all-others/finally-fund-admin-emerging-fund-manager-program-powered-by-venture-university-2048836
Senior DevOps Engineer (AWS),Proxify,CET +/- 3 HOURS,the role we are looking for a senior devops engineer specialising in aws for one of our clients you are a perfect candidate if you are growthoriented you love what you do and you enjoy working on new ideas to develop exciting products what were looking for minimum of 5 years of experience in a devops role with substantial expertise in aws cloud environments proficiency in scripting languages such as python bash or powershell experience with infrastructure as code iac tools like terraform ansible or aws cloudformation strong knowledge of containerization and orchestration tools particularly docker and kubernetes solid understanding of network architecture security and application development methodologies proven ability to design and support robust build deployment and configuration management systems for multitier applications excellent problemsolving skills with the ability to diagnose and resolve complex infrastructure issues effective communication skills capable of handling multiple projects and priorities in a dynamic environment familiarity with monitoring and logging tools such as cloudwatch elk stack and prometheus time zone cet 3 hours we are unable to consider applications from candidates in other time zones responsibilities design implement and manage awsbased cloud infrastructure to ensure optimal performance reliability and scalability develop and maintain cicd pipelines for seamless deployment of applications and services automate infrastructure provisioning and management using tools such as terraform ansible or aws cloudformation monitor and optimise cloud resources and applications to ensure high availability and performance collaborate with software development teams to integrate devops practices into the development lifecycle implement and manage security best practices for cloud environments manage backup disaster recovery and business continuity planning what we offer get paid not played no more unreliable clients enjoy ontime monthly payments with flexible withdrawal options predictable project hours enjoy a harmonious worklife balance with consistent 8hour working days with clients flex days so you can recharge enjoy up to 24 flex days off per year without losing pay for fulltime positions found through proxify careeraccelerating positions at cuttingedge companies discover exclusive longterm remote positions at the worlds most exciting companies handpicked opportunities just for you skip the typical recruitment roadblocks and biases with personally matched positions one seamless process multiple opportunities a onetime contracting process for endless opportunities with no extra assessments compensation enjoy the same pay every month with positions landed through proxify,https://remotive.com/remote-jobs/software-dev/senior-devops-engineer-aws-1359476
Senior Independent UX/UI Designer,A.Team,"Americas, Europe, Israel",you must be located in the americas europe or israel to apply ateam is a vcbacked stealth applicationonly home on the internet for senior independent uxui designers along with developers product managers to team up with handpicked highgrowth companies on their next big thing after talking with hundreds of independent engineers designers and product folks we heard over and over that finding vetted highquality consistent clients is hard and projects are often too small to be rewarding ateam matches small teams of the most talented builders in the world with companies backed by a16z yc softbank general catalyst etc on a contract basis for many of their most important initiatives we quietly launched in may 2020 and have helped ateamers earn 85mm since as part of ateam you can expect highpaying meaningful missions with the most audacious companies sent your way generally 90150hr with vetted fascinating clients doing work that matters were picky about who we partner with new clients only come in via trusted referral weve worked with lyft mcgraw hill clearco pepsi walmart endeavor post news the former ceo of waze the leading vaccine production software several new unicorns we cant say here and dozens of startups backed by a16zycsoftbanketc work alongside friends old new our niche is smalldiverse product teams since clients with larger budgets and higherimpact work tell us they want teams not individuals of course we keep friends together whenever we can full autonomy say no to things that dont excite you the most talented builders often juggle a few things at once so theres never pressure to join an ateam mission if you dont have the bandwidth if were no longer a fit its easy to leave or pause too small curated offtherecord gatherings for conversations hard to have elsewhere longterm were creating microcommunities for the worlds top builders to become friends around the things they care about keep 100 of what you earn if you charge 120hr you get 120hr ateam makes money by charging a small flat transparent platform fee on top of your rate how to apply go here httpsbuildateamremotivedesignerreferral mention remotive we respect your time so the application is short were also much more interested in seeing what youve made and excited to chat more if theres a fit what youll do once part of ateam youll regularly be invited to impactful missions that match your interests take your pick from earlystage incubations with worldclass founders to fastgrowing superfunded companies to old school nontech incumbents looking to build as a tech giant would missions usually involve building an ambitious piece of software from 0 to 1 as part of a small 34 person team youll be paid to scope it out give the client options guide strategy and execute on the selected solution sometimes the client has a clear vision sometimes not which is why ateam builders tend to be senior folks who can work together to find the right direction who a team is for senior uxui designers who left large companies and highgrowth startups to pursue their craft with autonomy those who prefer consistent contract work over a fulltime role who want to create a variety of new products alongside other toptier builders the majority of ateamers spend most of their time doing independent work but a sizeable percentage are either employed fulltime but testing out client work bootstrapping a side project or looking for their next big thing who a team is not for people looking for small gigs folks looking to build simple wordpresswixsquarespacestyle websites those still early in their careers 4 years and recent universitybootcamp grads at least not yet our longterm vision ateam is a new type of company for a new kind of independent software builder we call them unhirables people who traditional companies couldnt hire fulltime even if they wanted to but who want to do their most meaningful work with their favorite people in small autonomous distributed expert teams to help us secure amazing missions we raised 60 million from insight ventures tiger global nfx rocnation along with the former ceo of upwork the founders of fiverr and lemonade apples global head of recruiting yc partner aaron harris whartons adam grant and dukes dan ariely,https://remotive.com/remote-jobs/design/senior-independent-ux-ui-designer-1919266
Senior Independent Software Developer,A.Team,"Americas, Europe, Israel",you must be located in the americas europe or israel to apply ateam is a vcbacked stealth applicationonly home on the internet for senior independent software builders to team up with handpicked highgrowth companies on their next big thing after talking with hundreds of independent engineers designers and product folks we heard over and over that finding vetted highquality consistent clients is hard and projects are often too small to be rewarding ateam matches small teams of the most talented builders in the world with companies backed by a16z yc softbank general catalyst etc on a contract basis for many of their most important initiatives we quietly launched in may 2020 and have helped ateamers earn 85 million since as part of ateam you can expect highpaying meaningful missions with the most audacious companies sent your way generally 90150hr with vetted fascinating clients doing work that matters were picky about who we partner with new clients only come in via trusted referral weve worked with lyft mcgraw hill clearco pepsi walmart the former ceo of waze the leading vaccine production software several new unicorns we cant say here and dozens of startups backed by a16zycsoftbankinsighttigeretc work alongside friends old new our niche is smalldiverse product teams since clients with larger budgets and higherimpact work tell us they want teams not individuals of course we keep friends together whenever we can full autonomy say no to things that dont excite you the most talented builders often juggle a few things at once so theres never pressure to join an ateam mission if you dont have the bandwidth if were no longer a fit its easy to leave or pause too small curated offtherecord gatherings for conversations hard to have elsewhere longterm were creating microcommunities for the worlds top builders to become friends around the things they care about keep 100 of what you earn if you charge 120hr you get 120hr ateam makes money by charging a small flat transparent platform fee on top of your rate how to apply go here httpsbuildateamremotivereferral mention remotive we respect your time so the application is short were also much more interested in seeing what youve made and excited to chat more if theres a fit what youll do once part of ateam youll regularly be invited to impactful missions that match your interests find the right pick from earlystage incubations with worldclass founders to fastgrowing superfunded companies to old school nontech incumbents looking to build as a tech giant would missions usually involve building an ambitious piece of software from 0 to 1 as part of a small 34 person team youll be paid to scope it out give the client options guide strategy and execute on the selected solution sometimes the client has a clear vision sometimes not which is why ateam builders tend to be senior folks who can work together to find the right direction who a team is for senior software developers who left large companies and highgrowth startups to pursue their craft with autonomy those who prefer consistent contract work over a fulltime role who want to create a variety of new products alongside other toptier builders the majority of ateamers spend most of their time doing independent work but a sizeable percentage are either employed fulltime but testing out client work bootstrapping a side project or looking for their next big thing who a team is not for people looking for small gigs folks looking to build simple wordpresswixsquarespacestyle websites those still early in their careers 4 years and recent universitybootcamp grads at least not yet our longterm vision ateam is a new type of company for a new kind of independent software builder we call them unhirables people who traditional companies couldnt hire fulltime even if they wanted to but who want to do their most meaningful work with their favorite people in small autonomous distributed expert teams to help us secure amazing missions we raised 60 million from insight partenrs tiger global nfx rocnation along with the former ceo of upwork the founders of fiverr and lemonade apples global head of recruiting yc partner aaron harris whartons adam grant and dukes dan ariely,https://remotive.com/remote-jobs/software-dev/senior-independent-software-developer-1919265
Personalized Internet Ads Assessor - German (DE),TELUS International AI Inc.,Germany,job description seeking a freelance project that will allow you to work from home while making a difference in the world of technology if you are someone who is passionate and enjoys staying ahead of the tech curve this parttime remote project with flexible working hours might be what you are looking for the estimated hourly earnings for this role is 1350 euro payment is based on completed tasks a day in the life of a personalized internet ads assessor in this role you will be reviewing online advertisements by rating them on their relevance to the search terms used as well as providing feedback on their language and cultural relevance in order to improve their content quality and layout your ultimate goal will be to contribute towards making internet search and online advertising more relevant and interesting for millions of users including yourself join our team today and start putting your skills to work for one of the worlds leading online advertising platforms while being a part of a supportive community that offers access to complimentary mental health support benefits like free eap and mindfulness apps dedicated responsive wellbeing team proactively offering wellbeing education each month as well as quarterly initiatives telus digital ai community our global ai community is a vibrant network of 1 million contributors from diverse backgrounds who help our customers collect enhance train translate and localize content to build better ai models become part of our growing community and make an impact supporting the machine learning models of some of the worlds largest brands qualification path no previous professional experience is required to apply to this role however working on this project will require you to pass the basic requirements and go through a standard assessment process this is a parttime longterm project and your work will be subject to our standard quality assurance checks during the term of this agreement basic requirements working as a freelancer with excellent communication skills with full professional proficiency in english and german being a resident in location for the last 3 consecutive years and having familiarity with current and historical business media sport news social media and cultural affairs in germany active use of gmail google and other forms of social media and experience in the use of web browsers to navigate and interact with a variety of content daily access to a broadband internet connection a smartphone android 41 ios 8 or higher and a personal computer with antivirus software to work on youll also need a barcode scanner application to be installed on your smartphone to complete certain tasks assessment in order to be hired into the program youll take a language assessment and an open book qualification exam that will determine your suitability for the position and complete id verification youll be also requested to schedule an appointment for the video interview to verify your language capabilities dont worry our team will provide you with guidelines and learning materials before your exam you will be required to complete the exam in a specific timeframe but at your convenience equal opportunity all qualified applicants will receive consideration for a contractual relationship without regard to race color religion sex sexual orientation gender identity national origin disability or protected veteran status at telus digital ai we are proud to offer equal opportunities and are committed to creating a diverse and inclusive community all aspects of selection are based on applicants qualifications merits competence and performance without regard to any characteristic related to diversity terms of this program thank you for your interest in applying for this opportunity please note that according to the terms of this program candidates can not engage with or be considered for similar roles at the same time once you submit your application you will not be eligible for other opportunities unless youre not selected for this opportunity or until such time that you choose to leave the program,https://remotive.com/remote-jobs/all-others/personalized-internet-ads-assessor-german-de-2048835
Senior ML Engineer,Proxify,CET +/- 3 HOURS,the role we are looking for a senior ml engineer for one of our clients you are a perfect candidate if you are growthoriented you love what you do and you enjoy working on new ideas to develop exciting products and growth features what we are looking for proven experience in developing machine learning models strong analytical and problem solving skills experience with programming languages such as python r and java experience with machine learning frameworks such as tensorflow and keras knowledge of data mining statistics and data analysis familiarity with databases and data warehouses time zone cet 3 hours we are unable to consider applications from candidates in other time zones responsibilities design scalable and reliable data pipelines for production and monitor models develop classification and prediction algorithms to detect new market conditions in realtime identify research and analyze new data sources to improve model accuracy work crossfunctionally with optimization engineers traders market analysts and software engineers to continuously improve performance develop production code to run locally and in the cloud debug and tune production systems what we offer get paid not played no more unreliable clients enjoy ontime monthly payments with flexible withdrawal options predictable project hours enjoy a harmonious worklife balance with consistent 8hour working days with clients flex days so you can recharge enjoy up to 24 flex days off per year without losing pay for fulltime positions found through proxify careeraccelerating positions at cuttingedge companies discover exclusive longterm remote positions at the worlds most exciting companies handpicked opportunities just for you skip the typical recruitment roadblocks and biases with personally matched positions one seamless process multiple opportunities a onetime contracting process for endless opportunities with no extra assessments compensation enjoy the same pay every month with positions landed through proxify,https://remotive.com/remote-jobs/software-dev/senior-ml-engineer-1591692
English Search Quality Rater,Welo Data,USA,overview do you enjoy researching or know how to find what youre looking for with just a few keywords are you the type of person that already knows what someone is saying before they finish their sentence if so we have a unique opportunity for you to put your skills to the test welocalize is seeking english speakers to help support our clients project as a search quality rater in this position you will use your unique gifts of understanding peoples intentions to improve the online search engine experience our main goal for this project is to develop and augment ai data to put it more plainly you will provide subjective and objective ratings based on project rules and conventions you will complete tasks in american english in this position you will be able to set your own schedule to accomplish the weekly goals and you will receive support from the project management team during business hours usually monday to friday from 900 am to 530 pm pacific time project details job title search quality rater location remote usbased hours minimum 10 hours per week up to 29 hours per week set your own schedule start date asap employment type w2 parttime employee payment every 2 weeks longevity of project 12 months with possibility of extension this work is based on project needs weekly hours may vary requirements fluency in english both written and spoken strong understanding of the popular culture in the united states excellent online research skills websavvy and able to work in a fastpaced environment reliable computer system and internet connection reliable antivirus software as you will be surfing the web as part of the work ability to follow instructions in english and comply with the project conventions and rules expected by the client must be dedicated only to search quality rating program and not other search or ads rating programs benefits employee assistance program following eligibility requirements paid sick time medical insurance dental insurance vision insurance hsa voluntary life insurance accident critical illness hospital indemnity insurance 401k retirement plan currently hiring in alabama florida georgia indiana kansas kentucky missouri montana new hampshire north carolina ohio oklahoma pennsylvania south carolina tennessee texas utah virginia west virginia wisconsin applicants must be of at least 18 years of age to apply,https://remotive.com/remote-jobs/data/english-search-quality-rater-2048196
Full Stack Engineer,Webicient,Worldwide,were seeking a senior fullstack engineer to build and enhance our aipowered contract management and financial analytics platform youll work on complex technical challenges implement sophisticated features and contribute to a scalable multitenant saas application requirements to apply working timezone gmt 4 you must be ok working gmt 2 hours high speed internet min 5050 mbps hd web camera proper headset and microphone technical responsibilities fullstack development build complex multitenant saas features with proper data isolation develop aipowered document processing workflows and integrations create financial dashboards and advanced reporting systems implement thirdparty integrations with accounting and payment platforms engineering excellence write highquality maintainable code with comprehensive testing optimize database performance and design efficient schemas build scalable apis and robust backend services develop responsive modern uis with excellent user experience technical requirements core skills 5 years fullstack development experience advanced proficiency in javascripttypescript and modern frameworks strong database skills with sql and schema design api development experience restgraphql multitenant architecture understanding and implementation specialized experience aiml api integration openai claude etc document processing and file handling workflows financial calculations and business logic implementation enterprise integrations and webhook systems background processing and job queue management technical stack frontend react nextjs typescript modern css frameworks backend nodejs typescript postgresql orm libraries integration rest apis webhooks oauth flows testing unit integration and endtoend testing devops git workflows cicd deployment processes what youll build sophisticated contract analysis features using ai complex pricing and financial calculation engines realtime data synchronization between multiple systems advanced ui components for data visualization and management scalable backend services handling highvolume document processing ideal candidate seniorlevel expertise in fullstack web development problemsolving skills for complex technical challenges experience with aiml integration in production applications financial or fintech background preferred qualityfocused with strong testing and debugging skills experience with n8n or other automation tools join us if you think you got what it takes feel free to join us,https://remotive.com/remote-jobs/software-dev/full-stack-engineer-2047140
General Manager (Roofing Leads Marketplace),HydraX,USA,general manager founding ceo roofing leads marketplace confidential build the 1 roofing leads marketplace inside a category leader were a us leadgeneration powerhouse 1 by volume launching several new verticals and roofing is first were hiring the operatorfounder who will take this business from 01n own the pl and turn velocity into market share why this role matters turn a proven crossvertical playbook into the goto source of highintent roofing leads nationwide orchestrate the liquidity flywheel attract quality homeowners onboard and retain top contractors optimize pricing and routing convert growth into durable unit economics strong ltvcac bestinclass qa and brand trust in a fragmented category hire and lead a small elite team to scale fast without breaking customer experience what youll lead own full pl for the roofing business quarterly planning forecasting and budget discipline gtm define icps homeowners contractors positioning pricing and channel mix search affiliates partnerships paid social supply demand liquidity contractor acquisition onboarding slas churn prevention incentives lead quality routing verification scoring geotargeting realtime dispatch 30s refundsdisputes policy performance marketing daily experimentation creative testing roi tracking attribution truth product data collaborate with engineeringdesign on scoring models antifraud dashboards instrument metrics endtoend operations playbooks qa compliance payments vendor management dialerscall centers data providers team hire aplayers across growth ops partnerships build a culture of ownership and speed your first 90 180 days outcomes 90 days launch pilots in 3 states sign 150 active contractors with 80 kycqa pass stand up routing with sla 30s refund rate 3 fraudrate 1 hit first revenue milestone and prove ltvcac 6 months payback on core channels 180 days expand to 1012 states 500 active contractors csatnps 60 scale 23 profitable channels introduce dynamic pricing and higherintent products appointments livetransfers close 2 strategic partnerships manufacturersassociationsaffiliates publish operating cadence weekly kpi reviews monthly pl quarterly roadmap youll thrive here if you are an operatorbuilder who loves messy 01 and makes decisions with incomplete data write clearly think in experiments and ship daily are obsessed with customer outcomes and unit economics prefer ownership over consensus and do your best work at startup speed musthaves 710 years in twosided marketplaces or home services leadgen gig local services with direct pl accountability evidence of scaling a program from zero to multistate with strong retention and qa handson with performance marketing funnel analytics pricing and ops playbooks experience leading small senior teams recruiting goalsetting coaching usfriendly time zones excellent written english nicetohaves roofinghome improvement domain knowledge lead verificationantifraud callcenterdialer stacks eg routing qa appointment products partner sales channel deals associationsmanufacturers spanish a plus what we offer compensation competitive founders base bonus meaningful equity tell us what great looks like for you remotefirst travel 1525 for market launches and partner events a proven multivertical playbook real budget and the autonomy to move fast a culture that values ownership clarity speed and candor how to apply 2 steps send your resumelinkedin mandatory application step short sweet in 57 sentences outline the fastest experiment youd run to sign 100 qualified roofing contractors in 14 days channels offer qa risk loom 23 min optional we review every application and respond we welcome candidates from all backgrounds and life experiences if youre excited about the role but dont meet every single bullet please apply you might be exactly who we need,https://remotive.com/remote-jobs/sales-business/general-manager-roofing-leads-marketplace-2047129
General Manager (Insurance Leads Marketplace),HydraX,USA,general manager founding ceo insurance leads marketplace confidential build the 1 insurance leads marketplace inside a category leader were a us leadgeneration powerhouse 1 by volume launching several new verticals and insurance is one of them were hiring the operatorfounder who will take this business from 01n own the pl and turn speed into durable market share why this role matters transform a proven playbook into the goto source of highintent insurance leads across auto home life and healthmedicare orchestrate the liquidity flywheel attract consumers with real intent onboard top agenciescarriers and optimize pricing routing convert growth into strong unit economics ltvcac bestinclass qa compliance and trusted cx in a regulated category build and lead a small elite team to scale fast without breaking quality or consent what youll lead own full pl for the insurance vertical quarterly planning forecasting and disciplined budget management gtm icps consumers agencies brokers positioning by line of business geo rollout and channel mix search affiliates partnerships paid social supply demand liquidity recruiting onboarding and enabling licensed agenciesbrokers churn prevention incentive design lead quality routing consent capture and verification lead scoring geoline matching realtime dispatch 30s refundsdisputes policy compliance privacy implement onetoone tcpa consent dncoptout handling honor within 10 business days consent logs and audit trails fccgovdocsfccgov performance marketing daily experimentation creative testing attribution truth channel roi product data collaborate with engineeringdesign on scoring models fraud prevention dashboards instrument fullfunnel metrics operations playbooks qa payments vendor management dialerscall centers verificationconsent tech slas team hire aplayers across growth ops partnerships build a culture of ownership clarity and speed your first 90 180 days outcomes 90 days launch pilots in 34 states onboard 150 licensed agenciesbrokers with 85 qa pass stand up routing with sla 30s refundrate 3 invalidrate 1 capture verifiable perseller consent on 100 of contacts docsfccgov hit first revenue milestone prove payback 6 months on at least one acquisition channel 180 days expand to 1012 states 500 active agenciesbrokers csatnps 60 scale 23 profitable channels launch higherintent products live transfers appointments with qa benchmarks close 2 strategic partnerships associations aggregators dataverification providers publish operating cadence weekly kpis monthly pl quarterly roadmap youll thrive here if you are an operatorbuilder who makes clear decisions with incomplete data and ships daily write crisply think in experiments and obsess over customer outcomes and unit economics prefer ownership over consensus and do your best work at startup speed treat compliance as an advantage not red tape musthaves 710 years in twosided marketplaces or regulated leadgenhome financial services with direct pl accountability evidence of scaling from zero to multistate with strong retention and qa handson with performance marketing funnel analytics pricingbidding and lead qualityrouting familiarity with tcpadnc requirements and consent verification workflows or willingness to learn fast fccgov excellent written english usfriendly time zones nicetohaves insurance domain knowledge auto home life healthmedicare experience with consentverification tools and callcenterdialer stacks livetransferappointment products activeprospect partner sales associations aggregators carriers spanish a plus what we offer compensation competitive founders base bonus meaningful equity tell us what great looks like for you remotefirst travel 1525 for market launches and partner events a proven multivertical playbook real budget and the autonomy to move fast a culture that values ownership clarity speed and candor how to apply 2 steps send your resumelinkedin mandatory application step short sweet in 57 sentences outline the fastest experiment youd run to sign 100 licensed agenciesbrokers in 14 days channels offer qa consent risk loom 23 min optional we review every application and respond we welcome candidates from all backgrounds and life experiences if youre excited about the role but dont meet every single bullet please apply you might be exactly who we need,https://remotive.com/remote-jobs/sales-business/general-manager-insurance-leads-marketplace-2047128
